position,salary,company_name,city,experience,education,company_type,company_scale
Java开发工程师,0.7-1.2万/月,深圳市途鸽信息有限公司,上海-黄浦区,无工作经验,本科,创业公司,150-500人
Java中级开发工程师,0.8-1万/月,瑞丽市大成珠宝有限公司,昆明-盘龙区,2年经验,大专,民营公司,50-150人
Java开发工程师（上海）,0.8-1.3万/月,上海亚太计算机信息系统有限公司,上海,2年经验,大专,国企,150-500人
Java开发工程师,1.5-2万/月,深圳市拓保软件有限公司,深圳-南山区,2年经验,大专,民营公司,1000-5000人
Java开发经理/后端开发经理,0.8-1.2万/月,鉴真防务技术（上海）有限公司,南昌,5-7年经验,大专,民营公司,50-150人
Java中级开发工程师,1.3-2万/月,青石经济信息咨询（深圳）有限公司,深圳-南山区,无工作经验,本科,民营公司,50-150人
JAVA软件工程师,0.7-1.2万/月,三峡高科信息技术有限责任公司,成都,2年经验,本科,国企,50-150人
资深Java开发工程师,1.8-2.8万/月,上海游陆信息科技有限公司,上海-闵行区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,1.5-2万/月,陕西星邑空间技术有限公司,西安-雁塔区,3-4年经验,本科,国企,50-150人
JAVA系统架构师,0.8-1万/月,西安溜溜电子有限公司,西安-新城区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,0.8-1万/月,广州艾诗凯奇智能科技有限公司,佛山,无工作经验,招若干人,民营公司,1000-5000人
JAVA软件开发工程师,6-8千/月,湖南达漫电子商务有限公司,长沙-开福区,1年经验,本科,民营公司,50-150人
Java高级开发工程师,5-8千/月,盘锦辽河数码科技发展有限公司,沈阳,3-4年经验,大专,民营公司,150-500人
Java开发工程师五险,5-8千/月,昆明伏沃德科技有限公司,昆明-五华区,3-4年经验,大专,民营公司,少于50人
Java开发工程师,0.8-1.2万/月,广东达元绿洲食品安全科技股份有限公司,广州-黄埔区,无工作经验,大专,上市公司,150-500人
Java工程师,4.5-6千/月,深圳市泓齐网络科技有限公司,珠海-香洲区,无工作经验,大专,民营公司,50-150人
Java开发工程师,0.5-1.2万/月,广西中信恒泰工程顾问有限公司,南宁,2年经验,本科,民营公司,1000-5000人
Java开发工程师 (职位编号：001),1-1.5万/月,广州云畅通网络科技有限公司,广州-番禺区,2年经验,本科,民营公司,50-150人
Java中高级开发工程师,1.2-2万/月,中兴（沈阳）金融科技有限公司,南京-雨花台区,5-7年经验,本科,民营公司,50-150人
Java开发工程师（大数据）,1.5-2万/月,深圳达闼科技控股有限公司,成都-高新区,5-7年经验,本科,民营公司,500-1000人
JAVA主管/组长/高级工程师,0.8-1万/月,天津市柯洁辅医医疗管理有限公司,天津-津南区,3-4年经验,大专,民营公司,500-1000人
Java开发工程师,4-5千/月,泰康人寿保险有限责任公司黑龙江分公司,哈尔滨-香坊区,无工作经验,本科,合资,500-1000人
JAVA开发岗  泛华金融/贷款服务,1.2-1.6万/月,泛华金融服务集团,广州-天河区,3-4年经验,本科,上市公司,1000-5000人
Java开发工程师,1.5-2万/月,杭州禾智云信息技术有限公司,杭州-滨江区,2年经验,本科,民营公司,少于50人
Java开发工程师,10-20万/年,中国中药控股有限公司,佛山,3-4年经验,本科,上市公司,10000人以上
知名上市企业Java开发工程师,1.3-1.7万/月,万宝盛华企业管理咨询（上海）有限公司,上海-长宁区,3-4年经验,本科,外资（欧美）,10000人以上
Java开发工程师(003375) (职位编号：003375),1.5-2万/月,上海家化联合股份有限公司,上海,无工作经验,招4人,上市公司,1000-5000人
软件工程师（java后端开发）,0.5-1万/月,广州中大中鸣科技有限公司,广州-海珠区,1年经验,本科,国企,50-150人
Java开发工程师,6-8千/月,昆明企安科技有限公司,昆明-官渡区,3-4年经验,大专,创业公司,少于50人
Java高级开发工程师,1.5-2万/月,上海恺域信息科技有限公司,北京-西城区,5-7年经验,本科,民营公司,50-150人
JAVA开发工程师,6-8千/月,广州卡拉宝饮料有限公司,成都,3-4年经验,本科,外资（非欧美）,500-1000人
Java开发工程师,1.5-2万/月,上海兆殷特科技有限公司,上海-黄浦区,5-7年经验,大专,民营公司,150-500人
Java高级开发工程师,1.5-2.5万/月,点融,上海-黄浦区,3-4年经验,本科,民营公司,5000-10000人
Java开发工程师,0.8-1.5万/月,依据数据（湖南）科技有限公司,长沙-岳麓区,3-4年经验,大专,民营公司,50-150人
Java高级开发工程师,1.5-2.5万/月,深圳市穗彩科技开发有限公司,深圳-福田区,5-7年经验,本科,民营公司,150-500人
Java高级工程师,1-2万/月,河南新辰环保科技有限公司,郑州-郑东新区,8-9年经验,本科,民营公司,50-150人
Java开发工程师,1.5-2万/月,上海极鲜网电子商务有限公司,上海-徐汇区,3-4年经验,本科,民营公司,150-500人
java后端开发工程师,1-1.5万/月,苏州国芯科技股份有限公司,苏州,无工作经验,招若干人,民营公司,150-500人
Java项目助理（提供住宿）,6-8千/月,深圳问安信息技术服务有限公司,深圳-龙岗区,无工作经验,大专,民营公司,50-150人
JAVA软件工程师,0.8-1.6万/月,南京芯传汇电子科技有限公司,南京,无工作经验,本科,民营公司,50-150人
Java资深开发工程师,1-1.8万/月,苏州天宫众创企业管理有限公司,苏州-工业园区,无工作经验,招1人,民营公司,少于50人
Java高级开发工程师,1-2万/月,北京恒信志远科技有限公司,北京-丰台区,5-7年经验,大专,民营公司,150-500人
Java中级开发工程师,1-1.5万/月,广东省佳圣信息科技有限公司,深圳-南山区,2年经验,本科,民营公司,50-150人
java/.net开发工程师,1-2万/月,杭州齐橙软件科技有限公司,杭州-西湖区,2年经验,本科,民营公司,50-150人
Java高级工程师,1.2-1.5万/月,杭州有泰信息技术有限公司,杭州-西湖区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,1-1.5万/月,武汉创牛科技有限公司,武汉,5-7年经验,本科,合资,少于50人
Java高级/资深开发工程师,1-1.6万/月,三诺生物传感股份有限公司,长沙,5-7年经验,本科,民营公司,1000-5000人
JAVA开发工程师/高级程序员,0.6-2万/月,广东易臣信息技术有限公司,广州-天河区,2年经验,本科,民营公司,150-500人
Java高级开发工程师,1-1.5万/月,正邦集团有限公司,南昌,3-4年经验,本科,民营公司,10000人以上
Java工程师,0.9-1.3万/月,深圳市汇合发展有限公司,深圳-南山区,无工作经验,本科,民营公司,5000-10000人
Java开发工程师 （上海）,6-8千/月,杭州比吉软件有限公司,上海-闵行区,2年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1.4万/月,杭州网新新思软件有限公司,杭州-拱墅区,3-4年经验,招2人,民营公司,50-150人
Java开发工程师,6-15万/年,重庆前卫克罗姆表业有限责任公司,重庆-渝北区,3-4年经验,本科,合资,150-500人
Java开发工程师,1-1.5万/月,深圳市韵国国际物流有限公司,深圳,3-4年经验,大专,民营公司,50-150人
Java开发工程师,4-4.5千/月,安徽易联众信息技术有限公司,安庆,2年经验,本科,上市公司,50-150人
Java开发工程师,0.5-1万/月,税友软件集团股份有限公司四川分公司,成都-武侯区,2年经验,大专,民营公司,150-500人
Java高级开发工程师,1.2-1.6万/月,江苏佳一教育科技股份有限公司,南京,3-4年经验,大专,上市公司,1000-5000人
.NET/JAVA开发工程师,0.8-1万/月,天信达信息技术有限公司,上海-闵行区,2年经验,本科,合资,50-150人
高级JAVA软件开发工程师（黄埔）,0.8-1.5万/月,广东南方海岸科技服务有限公司,广州,无工作经验,招若干人,合资,50-150人
Java中级开发工程师,3.5-5.5千/月,江苏菜先生网络科技有限公司,宿迁,2年经验,大专,民营公司,少于50人
JAVA软件开发工程师(智能监控),20-30万/年,上海黑山科技有限公司,上海-普陀区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,2-2.5万/月,杭州米阳信息技术有限公司,杭州-拱墅区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1.2万/月,深圳中电投资股份有限公司,深圳-福田区,2年经验,本科,国企,150-500人
Java开发工程师,3.5-8千/月,北京大道合创科技有限责任公司,北京-海淀区,2年经验,大专,民营公司,少于50人
Java开发工程师,1.1-1.5万/月,海豚传媒股份有限公司,武汉-洪山区,2年经验,本科,国企,500-1000人
Java开发工程师,0.7-1万/月,杭州知奥网络科技有限公司,杭州-余杭区,1年经验,本科,民营公司,50-150人
Java开发工程师,6-8千/月,山东悦程网络科技有限公司,烟台,2年经验,本科,民营公司,50-150人
Java开发工程师,6-8千/月,福州创荣软件科技有限公司,南宁,2年经验,大专,民营公司,150-500人
Java开发工程师（程序员）,6-8千/月,昆明娇点整形美容医院有限公司,昆明-盘龙区,无工作经验,招2人,民营公司,150-500人
Java开发工程师,0.8-1.5万/月,上海旭薇物联网科技有限公司,上海-嘉定区,2年经验,大专,民营公司,50-150人
Java高级开发工程师,1-1.5万/月,山东众顺铝业有限公司,济南,2年经验,本科,民营公司,500-1000人
Java开发工程师 (职位编号：3),6-8千/月,河南宏昌科技有限公司,哈尔滨-香坊区,2年经验,本科,民营公司,150-500人
Java开发工程师,0.5-1万/月,辽宁人人畅享科技有限公司,沈阳-皇姑区,3-4年经验,大专,民营公司,少于50人
Java高级工程师 (J33-1),1-1.5万/月,盟大集团,东莞,1年经验,本科,民营公司,150-500人
Java初级开发工程师,3-6千/月,北京联创众升科技有限公司,长沙-芙蓉区,无工作经验,本科,民营公司,50-150人
Java开发工程师,1-1.5万/月,深圳前海云充科技有限公司,深圳-福田区,2年经验,本科,外资（非欧美）,500-1000人
Java软件开发工程师,0.9-1.5万/月,合肥嘉源锐信软件有限公司,合肥-经开区,3-4年经验,本科,民营公司,150-500人
java软件开发工程司,1.5-2万/月,智捷融汇（大连）科技有限公司,上海-普陀区,5-7年经验,本科,民营公司,50-150人
"赴日JAVA,PHP 嵌入式开发工程师（出差）大连",1.5-2万/月,大连华赢通信工程技术服务有限公司,大连-高新园区,无工作经验,中专,合资,50-150人
Java开发工程师,0.9-1.8万/月,杭州鸿泉物联网技术股份有限公司,西安,2年经验,本科,上市公司,150-500人
Java开发工程师 (职位编号：003),0.7-1.5万/月,广州市国力计算机科技有限公司,广州-天河区,2年经验,本科,民营公司,50-150人
Java开发经理,1-1.3万/月,仁和药业股份有限公司,南昌,5-7年经验,本科,上市公司,5000-10000人
Java开发实习生,3-5千/月,苏州工业园区德兰科信息科技有限公司,苏州-工业园区,无工作经验,大专,民营公司,少于50人
Java中级开发工程师,1.2-1.6万/月,上海澄码信息科技有限公司,上海-浦东新区,3-4年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1万/月,广州赛森软件开发有限公司,广州-海珠区,2年经验,大专,民营公司,少于50人
java高级研发工程师,1-2万/月,北京博锐尚格节能技术股份有限公司,北京-海淀区,3-4年经验,招3人,民营公司,150-500人
初级Java开发工程师（上海）,6-9千/月,深圳微品致远信息科技有限公司,上海-长宁区,无工作经验,招1人,民营公司,150-500人
Java开发工程师,10-25万/年,中海油信息科技有限公司,北京,3-4年经验,本科,国企,1000-5000人
Java高级开发工程师,0.8-1.3万/月,郑州苹可云科技有限公司,北京-朝阳区,3-4年经验,本科,外资（欧美）,少于50人
Java开发工程师（江干）,1-2.5万/月,杭州中奥科技有限公司,杭州-江干区,3-4年经验,大专,民营公司,150-500人
JAVA开发工程师-深圳-01148,1.1-2.2万/月,任子行网络技术股份有限公司,深圳-南山区,无工作经验,本科,上市公司,1000-5000人
Java开发工程师,4-8千/月,湖南道业信息科技有限公司,长沙-天心区,无工作经验,招3人,民营公司,50-150人
Java开发工程师,0.8-1.5万/月,福建省洛菲纳电子商务有限公司,福州-台江区,无工作经验,招2人,民营公司,50-150人
Java实习生,2-3千/月,福建卓融信息技术有限公司,福州,无工作经验,本科,民营公司,少于50人
高级JAVA工程师（汇通数科）,1.5-2.5万/月,汇通达网络股份有限公司,南京,5-7年经验,本科,民营公司,1000-5000人
java项目经理,1.5-2万/月,中通服软件科技有限公司,北京-东城区,5-7年经验,本科,合资,500-1000人
Java开发工程师,0.8-1万/月,宁波市水利水电规划设计研究院,宁波-海曙区,无工作经验,本科,事业单位,150-500人
Java开发工程师,1-1.2万/月,北京宏远科创软件有限公司,北京,3-4年经验,本科,民营公司,50-150人
JAVA高级工程师（广州）,1.5-1.8万/月,天津科莱迪尔信息科技有限公司,广州-越秀区,3-4年经验,本科,民营公司,1000-5000人
JAVA初软件工程师,3-4.5千/月,上海丞风智能科技有限公司,长沙-岳麓区,1年经验,大专,民营公司,50-150人
java高级工程师,1.5-2万/月,深圳市智多多信息科技有限公司,深圳-南山区,3-4年经验,大专,民营公司,少于50人
Java开发工程师,0.8-1.1万/月,广州优胜电子技术有限公司,广州,2年经验,大专,民营公司,50-150人
Java高级开发工程师,0.6-1.2万/月,青岛华云高科信息技术有限公司,青岛,2年经验,本科,民营公司,少于50人
Java开发高级工程师,1.3-2万/月,上海舸冠电子商务有限公司,上海,3-4年经验,本科,民营公司,50-150人
JAVA高级软件工程师,1-1.5万/月,长沙远望软件技术有限公司,长沙,5-7年经验,招2人,民营公司,50-150人
移动平台后台开发工程师（java方向）,25-50万/年,国泰君安期货有限公司,上海,3-4年经验,本科,国企,150-500人
Java开发工程师,1.5-2万/月,上海绯逸信息技术有限公司,上海-浦东新区,3-4年经验,大专,民营公司,少于50人
Java开发工程师,1-2万/月,广州立功科技股份有限公司,广州,无工作经验,本科,民营公司,150-500人
Java开发工程师 (职位编号：006),0.8-1.2万/月,苏州旺满信息科技有限公司,苏州-工业园区,2年经验,本科,民营公司,少于50人
Java开发工程师,1-1.5万/月,北京轩宇信息技术有限公司,北京,2年经验,本科,国企,150-500人
Java后端中级软件开发工程师,1.1-2.2万/月,江苏国恒安全评价咨询服务有限公司,南京,3-4年经验,本科,民营公司,500-1000人
Java中级开发工程师,1-1.5万/月,北京铭软云视科技有限公司,北京-海淀区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师（资管方向）,40-50万/年,中银基金管理有限公司,上海,无工作经验,本科,合资,150-500人
Java高级开发工程师,0.8-1.5万/月,上海形拓科技有限公司,上海,3-4年经验,本科,民营公司,少于50人
Java开发工程师,20-30万/年,新兴际华集团有限公司,北京-朝阳区,无工作经验,本科,国企,10000人以上
Java开发工程师（中高级）,0.8-1.5万/月,广州煜晨信息科技有限公司,广州-天河区,3-4年经验,本科,民营公司,50-150人
Java中级开发工程师,0.6-1万/月,众创衣联（广州）供应链有限公司,广州-番禺区,2年经验,大专,民营公司,150-500人
Java开发工程师,15-20万/年,湖南中车时代通信信号有限公司,长沙-长沙县,3-4年经验,本科,国企,500-1000人
Java中级/高级开发工程师,0.6-1万/月,四川九强通信科技有限公司,成都-武侯区,2年经验,大专,国企,50-150人
Java高级开发工程师,1.5-2万/月,苏州大丰车网络科技有限公司,苏州-工业园区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,0.8-1万/月,武汉壹点壹滴科技有限公司,武汉-洪山区,3-4年经验,大专,民营公司,50-150人
软件工程师（C#、JAVA）,3-5千/月,辽宁康创科技有限公司,沈阳-和平区,2年经验,大专,民营公司,
JAVA软件,4.5-7千/月,西安德云电子科技有限公司,西安-新城区,无工作经验,大专,民营公司,50-150人
JAVA软件工程师,0.8-1.5万/月,武汉银诚数聚科技开发有限公司,武汉-洪山区,3-4年经验,大专,民营公司,少于50人
Senior Java Engineer,2-3万/月,启信软件科技（上海）有限公司,上海-静安区,无工作经验,本科,外资（欧美）,1000-5000人
Java开发工程师,0.6-1.5万/月,北京北斗星座科技发展有限责任公司,北京-朝阳区,2年经验,招6人,民营公司,50-150人
JAVA 后端工程师,0.7-1.2万/月,四川惠宜康科技有限公司,成都-高新区,3-4年经验,大专,合资,50-150人
技术经理(JAVA方向),0.8-1.2万/月,上海万路信息技术有限公司,重庆-江北区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,0.8-2万/月,M5公寓,成都-高新区,无工作经验,招若干人,民营公司,150-500人
JAVA高级工程师,0.8-1万/月,大用软件有限责任公司,杭州-江干区,2年经验,本科,民营公司,50-150人
Java软件工程师,0.4-1万/月,国和瑞斯（北京）科技有限公司,北京-海淀区,2年经验,本科,民营公司,50-150人
Java软件工程师 (职位编号：1),3-6.5千/月,南昌高亚科技有限公司,南昌,无工作经验,招10人,民营公司,少于50人
JAVA中高级开发工程师,1-2万/月,武汉凌安科技有限公司,武汉-武昌区,2年经验,本科,国企,150-500人
JAVA开发工程师,1-2.5万/月,上海沃行信息技术有限公司,上海,3-4年经验,本科,外资（非欧美）,少于50人
JAVA开发工程师 (职位编号：001628),0.8-1.8万/月,赢家时尚控股有限公司,深圳,3-4年经验,大专,上市公司,10000人以上
项目经理（JAVA高级）,2-3万/月,深圳市易图资讯股份有限公司,深圳-南山区,5-7年经验,大专,国企,150-500人
Java高级开发工程师,1.5-2.5万/月,钱宝科技服务有限公司,上海-长宁区,3-4年经验,大专,民营公司,150-500人
Java开发工程师,4-8千/月,福州中族贸易有限公司,福州-鼓楼区,无工作经验,招1人,民营公司,150-500人
Java开发工程师,0.8-1万/月,南京睿孚信息科技有限公司,南京-江宁区,2年经验,大专,民营公司,少于50人
Java工程师(J10519),2-4万/月,好大夫在线,北京-朝阳区,无工作经验,招1人,外资（欧美）,500-1000人
Java开发工程师,1.5-2万/月,北京友聚四海网络科技有限公司,北京-朝阳区,5-7年经验,本科,民营公司,500-1000人
java开发工程师,1-2万/月,上海盈讯科技股份有限公司,上海-杨浦区,3-4年经验,大专,民营公司,150-500人
Java开发工程师,1.2-1.7万/月,杭州凯伯顿科技有限公司,杭州-滨江区,3-4年经验,大专,民营公司,50-150人
JAVA开发实习生(2020应届毕业生),2.5-4.5千/月,北京智工科技有限公司,南京-栖霞区,无工作经验,本科,民营公司,50-150人
java/C/Golang高级后台开发工程师,1.3-2.5万/月,深圳市华宇讯科技有限公司,深圳,5-7年经验,本科,民营公司,500-1000人
Java开发工程师中高级,1-1.5万/月,苏州欧孚网络科技股份有限公司,上海-静安区,5-7年经验,本科,民营公司,150-500人
资深JAVA开发工程师,1-2.5万/月,上海美问信息科技有限公司,上海,3-4年经验,本科,创业公司,150-500人
Java开发工程师,1.2-2万/月,久远谦长（上海）企业管理咨询有限公司,上海-徐汇区,无工作经验,本科,民营公司,150-500人
Java开发工程师,1.3-2.6万/月,湛江通用万邦医药有限公司,湛江,1年经验,大专,民营公司,150-500人
java高级工程师,1.3-1.8万/月,远迈信息技术有限公司,无锡,5-7年经验,本科,民营公司,150-500人
Java开发工程师,0.6-1.2万/月,润建股份有限公司,南宁,2年经验,本科,民营公司,10000人以上
资深Java开发工程师,1.5-2万/月,宝胜国际,上海-虹口区,5-7年经验,本科,外资（非欧美）,500-1000人
Java开发工程师,1-2万/月,北京能科瑞元数字技术有限公司,北京-海淀区,3-4年经验,本科,民营公司,150-500人
Java架构师,1.2-1.8万/月,深圳市前海美联科技有限公司,深圳-龙岗区,5-7年经验,大专,民营公司,1000-5000人
Java中级开发工程师,1-1.5万/月,广州龙象文化传播有限公司,广州-海珠区,3-4年经验,中专,民营公司,50-150人
Java开发工程师,1-1.5万/月,广州甲由信息技术有限公司,广州-荔湾区,3-4年经验,大专,创业公司,少于50人
Java高级开发工程师 (职位编号：HJ-研发-002),1.5-2万/月,华经信息技术（上海）有限公司,上海-普陀区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,6-8千/月,康博嘉信息科技（北京）股份有限公司武汉分公司,武汉,无工作经验,本科,民营公司,150-500人
Java开发工程师,1.1-1.8万/月,苏州市环亚数据技术有限公司,苏州,3-4年经验,本科,民营公司,150-500人
高级Java工程师,1.5-2.5万/月,北京富通东方科技有限公司,北京-朝阳区,5-7年经验,本科,上市公司,150-500人
Java开发工程师,1-1.5万/月,武汉鑫瑞鼎汇软件技术服务有限公司,深圳-南山区,3-4年经验,招若干人,民营公司,500-1000人
技术支持部-Java软件工程师,1-1.6万/月,通联支付网络服务股份有限公司深圳分公司,广州-天河区,2年经验,本科,民营公司,50-150人
技术经理（java方向）,3-4万/月,浙江九凌科技有限公司,杭州-西湖区,5-7年经验,本科,民营公司,少于50人
Senior Java Developer,30-40万/年,华尔特人才咨询（上海）有限公司,上海,5-7年经验,本科,外资（欧美）,50-150人
java讲师,1-1.5万/月,湖南新梦想软测教育咨询有限公司,长沙-天心区,5-7年经验,大专,民营公司,少于50人
Java架构师,20-35万/年,优牌生物科技有限公司,上海-松江区,3-4年经验,本科,民营公司,少于50人
高级JAVA工程师,1-2万/月,北京金之盾信息技术有限公司,南京-建邺区,3-4年经验,本科,民营公司,50-150人
Java架构师,0.8-1万/月,中通供应链管理有限公司,杭州-江干区,5-7年经验,招2人,民营公司,5000-10000人
JAVA开发工程师（APP产品）,1-2万/月,新华网股份有限公司,北京-西城区,2年经验,本科,国企,1000-5000人
中高级java开发工程师,1.2-1.6万/月,上海和为科技有限公司成都分公司,成都-高新区,5-7年经验,本科,民营公司,150-500人
Java中级开发工程师,1-1.5万/月,南京博锐星润软件科技有限公司,南京-雨花台区,5-7年经验,大专,民营公司,50-150人
Java开发（数据库底层）,1.5-3万/月,杭州联仕企业管理咨询有限公司,杭州-西湖区,3-4年经验,本科,外资（欧美）,500-1000人
Java开发工程师,1.2-2万/月,上海中路（集团）有限公司,上海,2年经验,大专,上市公司,1000-5000人
Java开发工程师,4-8千/月,福建凯特信息安全技术有限公司,福州,无工作经验,大专,国企,50-150人
资深JAVA开发工程师,2.2-3.5万/月,浙江崇汉信息科技有限公司,杭州,5-7年经验,本科,民营公司,150-500人
Java开发工程师,0.8-1万/月,上海术源信息科技有限公司,上海-杨浦区,3-4年经验,本科,民营公司,少于50人
Java高级开发工程师 (职位编号：WEM),1.5-2.5万/月,深圳市法本信息技术股份有限公司,深圳,5-7年经验,本科,上市公司,5000-10000人
Java开发工程师,20-40万/年,深圳前海新心数字科技有限公司,广州-天河区,5-7年经验,本科,合资,500-1000人
高级JAVA开发工程师,2-3.5万/月,杭州喜兔科技有限公司,杭州-滨江区,3-4年经验,本科,民营公司,150-500人
Java软件开发工程师,0.4-1万/月,北京易讯思达科技开发有限公司,西安,3-4年经验,大专,外资（欧美）,50-150人
Java开发工程师,0.5-1万/月,江苏万邦云健康科技有限公司,徐州,3-4年经验,本科,民营公司,1000-5000人
JAVA资深架构师,4-5万/月,江苏星锐物联网股份有限公司,南京-栖霞区,5-7年经验,本科,民营公司,150-500人
Java/.Net开发工程师,1.5-2.5万/月,TutorABC英语,上海-虹口区,2年经验,本科,外资（欧美）,5000-10000人
Java后台高级开发工程师,1-2万/月,深圳市微队信息技术有限公司,深圳-南山区,5-7年经验,招2人,民营公司,50-150人
Java开发中高级工程师.,0.8-1.6万/月,南京中谷芯信息科技有限公司,南京-雨花台区,3-4年经验,大专,民营公司,少于50人
培训讲师（JAVA H5） (职位编号：XTCX-012),0.8-1万/月,青岛协同创新金融研究院,青岛-崂山区,2年经验,本科,非营利组织,少于50人
高级JAVA开发工程师,1.2-1.8万/月,广州诚易二手车经纪服务有限公司,广州-花都区,无工作经验,招若干人,合资,50-150人
Java开发工程师,1-1.8万/月,明阳智慧能源集团股份公司,深圳-南山区,3-4年经验,本科,合资,1000-5000人
（中级java）后端开发工程师,1.3-1.6万/月,星火网校,广州-天河区,2年经验,本科,民营公司,10000人以上
Java初级开发工程师,5-9千/月,深圳市深大云伴健康科技有限公司,深圳-南山区,2年经验,本科,民营公司,50-150人
高级Java开发工程师（六险一金+餐补+年终奖）,1-1.5万/月,广州赛宝腾睿信息科技有限公司,广州-天河区,3-4年经验,本科,国企,50-150人
Java开发工程师,0.8-1.5万/月,四川科瑞德制药股份有限公司,成都-武侯区,3-4年经验,大专,合资,500-1000人
Java高级开发工程师,2-2.5万/月,深圳微米信息服务有限公司,深圳-南山区,5-7年经验,大专,民营公司,50-150人
Java开发工程师,1-1.5万/月,深圳市德科信息技术有限公司,成都-高新区,3-4年经验,本科,民营公司,1000-5000人
Java开发工程师,0.8-1万/月,武汉卓鹰世纪科技有限公司,武汉-武昌区,3-4年经验,本科,民营公司,少于50人
Java高级开发工程师,2.3-3万/月,广州智悦网络科技有限公司,广州-天河区,5-7年经验,本科,民营公司,50-150人
华为大数据学院Java开发工程师,1-1.5万/月,贵州微学教育科技有限公司,贵阳,1年经验,本科,民营公司,50-150人
Java工程师,1.5-3.5万/月,上海明暄股权投资基金管理有限公司,上海,5-7年经验,大专,合资,1000-5000人
Java开发工程师,5-8千/月,江西商宝科技有限公司,赣州,2年经验,大专,民营公司,少于50人
Java Web软件工程师,0.8-1.2万/月,上海鹏达计算机系统开发有限公司,上海-杨浦区,2年经验,大专,外资（非欧美）,50-150人
Java开发工程师,0.8-1.6万/月,西安盈达信息科技有限公司,西安-雁塔区,3-4年经验,本科,民营公司,150-500人
Java开发工程师,6-8千/月,武汉瑞迪时代软件技术有限公司,武汉-东湖新技术产业开发区,3-4年经验,招2人,民营公司,少于50人
高级Java工程师 (职位编号：ZQYF-001),0.8-1.5万/月,重庆子丘软件有限公司,重庆-江北区,3-4年经验,大专,民营公司,50-150人
Java开发工程师,4-8千/月,济南慧族软件科技有限公司,济南-历下区,无工作经验,招15人,民营公司,50-150人
java主程,1.5-2.5万/月,武汉百鲤网络技术有限公司,武汉-江汉区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,0.6-1.4万/月,苏州工业园区测绘地理信息有限公司,苏州-工业园区,无工作经验,招2人,国企,150-500人
Java开发工程师,0.6-2万/月,上海首信信息科技有限公司,上海-普陀区,1年经验,本科,民营公司,50-150人
Java .net软件开发工程师 日语,4.5-8.5千/月,上海恩斯凯软件开发有限公司,上海-浦东新区,1年经验,中专,合资,少于50人
java后台开发工程师 (职位编号：fcsc001212),30-60万/年,第一创业证券股份有限公司,深圳-福田区,3-4年经验,本科,上市公司,1000-5000人
Java服务器开发工程师,1-2.5万/月,上海孚盟软件有限公司,上海-闵行区,2年经验,本科,合资,150-500人
Java开发工程师,1.8-2万/月,博洛尼家居装饰（北京）有限公司,北京-朝阳区,5-7年经验,本科,民营公司,500-1000人
Java资深开发工程师,1-1.5万/月,安徽富煌科技股份有限公司,合肥,3-4年经验,本科,民营公司,150-500人
Java高级开发工程师,1.5-2万/月,北京金色雨林教育科技有限公司,厦门,无工作经验,招1人,民营公司,500-1000人
Java架构师,25-50万/年,江苏芝麻能源科技有限公司,南京-雨花台区,8-9年经验,本科,民营公司,150-500人
Java开发工程师,1.8-3万/月,北京深睿博联科技有限责任公司,杭州-余杭区,3-4年经验,本科,民营公司,150-500人
Java工程师,1.5-2万/月,北京华云慧通科技有限公司,北京-朝阳区,3-4年经验,本科,民营公司,50-150人
C++/Java工程师-2020届应届生,0.8-1.5万/月,北京和利时系统工程有限公司,北京-大兴区,无工作经验,本科,上市公司,5000-10000人
java 软件开发,0.6-3万/月,上海网跃信息技术有限公司,上海-长宁区,5-7年经验,大专,国企,50-150人
Java高级开发工程师,1-4万/月,深圳市弘长科技有限公司,深圳-南山区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,0.8-1.2万/月,重庆和贯科技有限公司,重庆-渝北区,3-4年经验,大专,民营公司,50-150人
java高级讲师（岳家嘴）,10-15万/年,湖南潭州教育网络科技有限公司武汉分公司,武汉-洪山区,3-4年经验,本科,民营公司,1000-5000人
Java开发工程师,0.8-1.2万/月,湖南航天信息有限公司,长沙,无工作经验,招3人,国企,500-1000人
JAVA开发工程师,1-2万/月,上海睿问信息科技有限公司,上海-黄浦区,3-4年经验,本科,民营公司,少于50人
Java前端开发工程师,0.8-1.5万/月,四川西南交大铁路发展股份有限公司,深圳-南山区,2年经验,本科,国企,150-500人
高级JAVA软件工程师,0.8-1.5万/月,广州市优荟加科技有限公司,广州,无工作经验,招10人,民营公司,150-500人
Java开发工程师,0.7-1.5万/月,北京倍胜智能科技有限公司,西安-高新技术产业开发区,2年经验,本科,民营公司,50-150人
Java工程师,0.8-1万/月,上海萃图数字科技有限公司,上海-杨浦区,3-4年经验,本科,民营公司,少于50人
