,position,salary,company_name,city,experience,education,welfare,company_type,company_scale,company_major,_id
112,Java开发工程师（接受转行）,1.5-2万/月,北京家福科技有限公司,大连-高新园区,无工作经验,大专,"五险一金,专业培训,出国机会,年终奖金,弹性工作,带薪年假,大牛带队,做五休二",民营公司,50-150人,计算机软件,5dc8e2f05955fa04c54b96e4
113,Java架构师,40-80万/年,上海通联金融服务有限公司,上海-浦东新区,10年以上经验,本科,"补充医疗保险,五险一金,员工旅游,绩效奖金,年终奖金,股票期权,定期体检",合资,150-500人,计算机软件,5dc8e2f15955fa04c54b96e5
114,Java高级开发工程师,1-2万/月,北京飞讯数码科技有限公司,武汉-东湖新技术产业开发区,3-4年经验,本科,"五险一金,餐饮补贴,年终奖金,弹性工作,周末双休",民营公司,500-1000人,计算机软件,5dc8e2f25955fa04c54b96e6
115,Java开发工程师双休,0.8-1万/月,杭州匡汇科技有限公司,杭州-拱墅区,1年经验,本科,"做五休二,周末双休,弹性工作,五险一金,带薪年假,节日福利",民营公司,50-150人,计算机软件,5dc8e2f45955fa04c54b96e7
116,java 系统架构师,1.5-2.5万/月,北京尖峰计算机系统有限公司武汉分公司,武汉,5-7年经验,本科,"五险一金,补充医疗保险,定期体检,员工旅游",国企,150-500人,计算机软件,5dc8e2f55955fa04c54b96e8
117,java开发/软件测试员实习,5-8千/月,湖北华体康健康科技有限公司,武汉-江夏区,无工作经验,招4人,"五险一金,补充公积金,员工旅游,交通补贴,年终奖金,绩效奖金,弹性工作,定期体检",民营公司,150-500人,互联网/电子商务,5dc8e2f65955fa04c54b96e9
118,java 开发工程师,1-1.5万/月,杭州安鸿科技股份有限公司,南昌-东湖区,2年经验,本科,"五险一金,补充医疗保险,员工旅游,定期体检,年终奖金",民营公司,50-150人,计算机软件,5dc8e2f85955fa04c54b96ea
119,Java高级开发工程师,1.3-2.5万/月,RebatesMe海淘返利网,上海-普陀区,5-7年经验,大专,"五险一金,年终奖金,弹性工作",民营公司,50-150人,互联网/电子商务,5dc8e2f95955fa04c54b96eb
120,Java开发工程师,1-1.5万/月,浙江警安科技有限公司,杭州-拱墅区,3-4年经验,本科,"周末双休,五险一金,节日福利,交通补贴,餐饮补贴,通讯补贴,年终奖金,弹性工作",民营公司,50-150人,建筑/建材/工程,5dc8e2fa5955fa04c54b96ec
121,java/web前端实习生,5-8千/月,武汉智博华鑫网络科技有限公司,武汉-江夏区,无工作经验,招5人,"五险一金,补充公积金,员工旅游,定期体检,弹性工作,通讯补贴,补充医疗保险,绩效奖金,年终奖金",民营公司,50-150人,计算机软件,5dc8e2fb5955fa04c54b96ed
122,Java开发工程师,0.8-1.5万/月,杭州集控科技有限公司,杭州-余杭区,3-4年经验,大专,"交通补贴,餐饮补贴,通讯补贴,专业培训,周末双休",创业公司,少于50人,计算机软件,5dc8e2fc5955fa04c54b96ee
123,Java 后台开发工程师,0.8-1.2万/月,深圳市中讯合创科技有限公司,广州-天河区,2年经验,大专,"五险一金,年终奖金,绩效奖金,项目提成,员工旅游,定期体检,专业培训",民营公司,50-150人,计算机软件,5dc8e2fd5955fa04c54b96ef
124,Java高级开发工程师,1.5-2万/月,北京人和创建信息技术有限公司,北京-朝阳区,5-7年经验,本科,"五险一金,餐饮补贴,专业培训,年终奖金,绩效奖金",民营公司,150-500人,计算机软件,5dc8e2fe5955fa04c54b96f0
125,Java架构师（微服务）,2-2.5万/月,上海恩梯梯数据晋恒软件有限公司,上海,无工作经验,招1人,"五险一金,定期体检,员工旅游",合资,150-500人,计算机软件,5dc8e2ff5955fa04c54b96f1
126,java开发工程师,5-9千/月,上海竣智信息技术有限公司,成都-金牛区,2年经验,本科,"做五休二,周末双休,五险一金,节日福利",民营公司,,专业服务(咨询、人力资源、财会),5dc8e3005955fa04c54b96f2
127,JAVA架构师,2-4万/月,上海五蕴信息科技有限公司,上海-杨浦区,5-7年经验,大专,"股票期权,五险一金,出国机会,补充医疗保险",民营公司,少于50人,计算机服务(系统、数据服务、维修),5dc8e3015955fa04c54b96f3
128,java前端工程师,6-8千/月,广州华央电子科技有限公司,广州-黄埔区,无工作经验,招若干人,,民营公司,150-500人,互联网/电子商务,5dc8e3025955fa04c54b96f4
129,Java后端开发工程师,0.8-1.5万/月,广州华建工智慧科技有限公司,广州-黄埔区,2年经验,本科,,民营公司,500-1000人,计算机软件,5dc8e3045955fa04c54b96f5
130,Java高级开发工程师,1-2万/月,广州劲源科技发展股份有限公司,广州,5-7年经验,大专,"五险一金,定期体检,绩效奖金,年终奖金,周末双休",创业公司,少于50人,计算机软件,5dc8e3055955fa04c54b96f6
131,Java初级开发工程师,4.5-6千/月,沈阳巨特科技有限公司,沈阳,无工作经验,招若干人,"五险一金,定期体检,交通补贴,绩效奖金,年终奖金,周末双休",民营公司,50-150人,电气/电力/水利,5dc8e3065955fa04c54b96f7
132,Java开发工程师,1-1.5万/月,北京开普云信息科技有限公司,北京-海淀区,3-4年经验,本科,"做五休二,周末双休,带薪年假,五险一金,全勤奖,节日福利,餐饮补贴",合资,50-150人,互联网/电子商务,5dc8e3075955fa04c54b96f8
133,Java开发实习生,2-3千/月,四川上润文化传播有限公司,成都-高新区,无工作经验,招3人,"五险一金,交通补贴,通讯补贴,弹性工作,定期体检,绩效奖金,专业培训,餐饮补贴,年终奖金",民营公司,500-1000人,计算机软件,5dc8e3085955fa04c54b96f9
134,资深软件开发工程师C++/Java/Go,1.5-2.5万/月,趋势科技（中国）有限公司,南京-雨花台区,5-7年经验,本科,"定期体检,弹性工作,五险一金,补充医疗保险,员工旅游,股票期权,专业培训",民营公司,50-150人,互联网/电子商务,5dc8e3095955fa04c54b96fa
135,Java高级开发工程师,1-1.5万/月,上海沣海智能科技有限公司,上海-长宁区,无工作经验,招若干人,,外资（欧美）,500-1000人,计算机软件,5dc8e30a5955fa04c54b96fb
136,JAVA开发工程师,0.8-1万/月,上海建为历保科技股份有限公司,上海-浦东新区,2年经验,本科,"五险一金,专业培训,年终奖金,团队建设",合资,150-500人,计算机软件,5dc8e30b5955fa04c54b96fc
137,高级JAVA开发工程师,1.5-2万/月,吉贝克信息技术有限公司,北京,5-7年经验,本科,,民营公司,150-500人,建筑/建材/工程,5dc8e30d5955fa04c54b96fd
138,Java资深工程师,1-1.5万/月,上海逸豆数码科技有限公司,广州-天河区,3-4年经验,本科,"五险一金,员工旅游,绩效奖金,年终奖金,定期体检",外资（欧美）,500-1000人,计算机软件,5dc8e30e5955fa04c54b96fe
139,Java高级开发工程师,1.5-2.5万/月,广东冠网信息科技有限公司,广州-番禺区,3-4年经验,本科,"员工旅游,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,五险一金,补充医疗保险,交通补贴,周末双休",外资（非欧美）,50-150人,互联网/电子商务,5dc8e30f5955fa04c54b96ff
140,Java中高级开发工程师,1.5-2万/月,成都环博软件有限公司,成都-武侯区,5-7年经验,本科,"五险一金,周末双休,带薪年假,节日福利",合资,少于50人,影视/媒体/艺术/文化传播,5dc8e3105955fa04c54b9700
141,Java开发工程师,0.8-1万/月,湖北鑫洪珞税务师事务集团有限公司,武汉-洪山区,3-4年经验,大专,"做五休二,全勤奖,通讯补贴,五险,餐饮补贴,工龄工资,节日福利",民营公司,50-150人,计算机服务(系统、数据服务、维修),5dc8e3115955fa04c54b9701
142,JAVA高级工程师 (职位编号：004),0.6-1万/月,广州市柏思创业贸易有限公司,珠海-香洲区,3-4年经验,大专,,上市公司,150-500人,计算机软件,5dc8e3125955fa04c54b9702
143,高级（资深）JAVA工程师,1.5-2.5万/月,中建电子商务有限责任公司,成都,5-7年经验,本科,"定期体检,弹性工作,交通补贴,餐饮补贴,通讯补贴,绩效奖金,补充医疗保险,七险一金",民营公司,50-150人,计算机软件,5dc8e3135955fa04c54b9703
144,Java开发经理,2-2.5万/月,杭州平航科技有限公司,杭州-滨江区,8-9年经验,本科,"五险一金,高温补贴,带薪年假,定期体检,专业培训",民营公司,少于50人,汽车及零配件,5dc8e3145955fa04c54b9704
145,Java架构师,2-4万/月,杭州笛佛软件有限公司,杭州-西湖区,5-7年经验,本科,"五险一金,绩效奖金,员工旅游,交通补贴,餐饮补贴,定期体检,年终奖金,带薪年假,全勤奖金,节日生日福利",民营公司,150-500人,计算机软件,5dc8e3185955fa04c54b9705
146,Java开发工程师,0.6-1.5万/月,北京北斗星座科技发展有限责任公司,北京-朝阳区,2年经验,招6人,"五险一金,弹性工作,专业培训,定期体检,绩效奖金,年终奖金",民营公司,50-150人,计算机软件,5dc8e3195955fa04c54b9706
147,初级Java开发工程师/Java实习生,4.5-6千/月,南京柯普瑞信息技术有限公司,南京,无工作经验,大专,"五险一金,免费班车,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",民营公司,少于50人,教育/培训/院校,5dc8e31b5955fa04c54b9707
148,高级Java工程师,1-1.5万/月,中投视讯文化传媒（上海）有限公司,上海-浦东新区,5-7年经验,本科,"五险一金,公司班车",民营公司,150-500人,多元化业务集团公司,5dc8e31d5955fa04c54b9708
149,java开发助理,6-8千/月,武汉天亿思网络科技有限公司,武汉-洪山区,无工作经验,招若干人,,民营公司,150-500人,电子技术/半导体/集成电路,5dc8e31e5955fa04c54b9709
150,高级Java工程师,1-1.3万/月,中科软科技股份有限公司,佛山,3-4年经验,本科,"五险一金,定期体检,年终奖金,交通补贴,餐饮补贴,加班少,员工饭堂",国企,10000人以上,计算机软件,5dc8e3235955fa04c54b970a
151,Java专家,1.5-4万/月,上海鸭嘴兽网络科技有限公司,上海-宝山区,5-7年经验,本科,"五险一金,带薪年假,专业培训,通讯补贴",民营公司,50-150人,交通/运输/物流,5dc8e3275955fa04c54b970b
152,Java开发工程师,0.5-1万/月,长沙骏驰信息技术有限公司,株洲,无工作经验,招若干人,,民营公司,少于50人,计算机软件,5dc8e3285955fa04c54b970c
153,JAVA开发工程师,1-2.5万/月,上海沃行信息技术有限公司,上海,3-4年经验,本科,"五险一金,员工旅游,弹性工作,年终奖金,股票期权,绩效奖金",外资（非欧美）,少于50人,计算机软件,5dc8e32b5955fa04c54b970d
154,java开发（盛夏路）,1.2-1.6万/月,MBP软件集团（MBP Software Group）,上海-浦东新区,3-4年经验,本科,"五险一金,绩效奖金,年终奖金,定期体检",外资（非欧美）,150-500人,计算机软件,5dc8e32c5955fa04c54b970e
155,JAVA中高级开发工程师,1-2万/月,武汉凌安科技有限公司,武汉-武昌区,2年经验,本科,"五险一金,绩效奖金,专业培训,年终奖金",国企,150-500人,计算机软件,5dc8e32d5955fa04c54b970f
156,Java软件开发工程师,0.8-1万/月,寰宇优才教育科技（北京）有限公司,北京-顺义区,无工作经验,大专,"五险一金,补充医疗保险,补充公积金,员工旅游,交通补贴,出国机会,年终奖金,绩效奖金,定期体检,弹性工作",民营公司,150-500人,计算机软件,5dc8e32e5955fa04c54b9710
157,Java高级开发工程师（10-15K 13薪）,1-1.5万/月,宁波漫看网络科技有限公司,宁波-鄞州区,3-4年经验,本科,"五险一金,补充医疗保险,补充公积金,员工旅游,绩效奖金,年终奖金,股票期权",民营公司,50-150人,计算机软件,5dc8e3335955fa04c54b9711
158,广州急招Java开发工程师（五险+双休）,2-3万/月,广州华项科技有限公司,广州,无工作经验,本科,"五险,专业培训,弹性工作,周末双休",民营公司,150-500人,互联网/电子商务,5dc8e3375955fa04c54b9712
159,Java开发工程师,0.7-1.4万/月,北京嘉华汇诚科技股份有限公司,武汉-洪山区,3-4年经验,本科,"周末双休,弹性工作,带薪年假,五险一金,节日福利,年中旅游",民营公司,150-500人,计算机软件,5dc8e33b5955fa04c54b9713
160,Java开发工程师,5-9千/月,广州迅易科技有限公司,广州-海珠区,3-4年经验,大专,"周末双休,弹性工作,带薪年假,五险一金,绩效奖金,节日福利,员工旅游,专业培训,定期体检,年终奖金",民营公司,50-150人,计算机服务(系统、数据服务、维修),5dc8e33c5955fa04c54b9714
161,高级Java开发工程师,1.3-2万/月,广州明动软件股份有限公司,广州-天河区,5-7年经验,本科,"五险一金,员工旅游,餐饮补贴,定期体检,年终奖金,免费班车",民营公司,500-1000人,计算机软件,5dc8e33d5955fa04c54b9715
162,Java开发工程师,1-2万/月,广州佰仲企业管理顾问有限公司,广州-黄埔区,2年经验,本科,"年终奖金,弹性工作,绩效奖金,五险,周末双休,年底双薪,工作氛围好",民营公司,50-150人,互联网/电子商务,5dc8e33f5955fa04c54b9716
163,（急聘）Java软件工程师,0.8-1.2万/月,上海途程旅游咨询有限公司,上海-徐汇区,无工作经验,本科,"五险一金,绩效奖金,弹性工作,定期体检,员工旅游,出国机会",民营公司,少于50人,互联网/电子商务,5dc8e3405955fa04c54b9717
164,急聘Java开发工程师助理,5-8千/月,湖北华奥星空体育产业联盟发展有限公司,武汉-�~口区,无工作经验,招5人,"五险一金,补充公积金,员工旅游,交通补贴,定期体检,弹性工作,年终奖金,绩效奖金",民营公司,,互联网/电子商务,5dc8e3435955fa04c54b9718
165,Java开发工程师,0.8-1万/月,福州创荣软件科技有限公司,厦门,2年经验,大专,"五险一金,过节费,年底十三薪,额外商业保险,周末双休",外资（欧美）,少于50人,计算机软件,5dc8e3445955fa04c54b9719
166,Java开发工程师,1.1-1.8万/月,上海新晨信息集成系统有限公司,深圳,3-4年经验,本科,"五险一金,交通补贴,餐饮补贴,专业培训,绩效奖金,年终奖金",民营公司,150-500人,计算机软件,5dc8e3455955fa04c54b971a
167,Java高级开发工程师（组长）,1.5-2万/月,江苏泰金所互联网信息服务有限公司,南京-建邺区,5-7年经验,大专,"五险一金,绩效奖金,年终奖金,带薪年假,周末双休",民营公司,150-500人,计算机软件,5dc8e3495955fa04c54b971b
168,Java高级开发工程师,1.5-2.5万/月,深圳市富思源智慧消防股份有限公司,深圳,5-7年经验,本科,"五险一金,专业培训,绩效奖金,弹性工作,股权激励,节日福利",上市公司,150-500人,计算机软件,5dc8e34c5955fa04c54b971c
169,Java开发工程师,2-2.5万/月,上海艾匠健康科技有限公司,上海-长宁区,5-7年经验,招1人,"五险一金,餐饮补贴,绩效奖金,年终奖金",合资,150-500人,金融/投资/证券,5dc8e34e5955fa04c54b971d
170,Java开发工程师,1-1.5万/月,盈东科技（北京）有限公司,北京-通州区,3-4年经验,大专,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,下午茶,生日会,全勤奖",民营公司,150-500人,建筑/建材/工程,5dc8e34f5955fa04c54b971e
171,中高级Java开发,0.8-1.5万/月,广东亿迅科技有限公司,广州-海珠区,3-4年经验,本科,"五险一金,通讯补贴,定期体检,专业培训,补充医疗保险,餐饮补贴",民营公司,150-500人,家具/家电/玩具/礼品,5dc8e3505955fa04c54b971f
172,Java软件工程师（高级） (职位编号：T01),1.5-2.2万/月,广州维度科技有限公司,广州-天河区,5-7年经验,大专,"年终奖金,人才推荐奖,年度薪酬调整,周末双休,五险一金,员工旅游,弹性工作,创业基金",民营公司,少于50人,互联网/电子商务,5dc8e3515955fa04c54b9720
