,position,salary,company_name,city,experience,education,welfare,company_type,company_scale,company_major,_id
7866,JAVA 技术总监,1.5-2万/月,杭州诺德软件有限公司,杭州-拱墅区,无工作经验,招1人,"年终奖金,绩效奖金",民营公司,少于50人,计算机软件,5dc907a95955fa04c54bb52e
7867,Java开发工程师（资深）,1-1.8万/月,广州市宏朗商品信息咨询有限公司,广州-番禺区,5-7年经验,本科,,外资（非欧美）,150-500人,贸易/进出口,5dc907aa5955fa04c54bb52f
7868,Java高级开发工程师,1.3-1.6万/月,湖南岳塘购网络科技有限公司,长沙,无工作经验,招2人,,民营公司,少于50人,互联网/电子商务,5dc907ab5955fa04c54bb530
7869,Java开发经理,1-2万/月,中国医疗器械有限公司,武汉-洪山区,5-7年经验,本科,"五险一金,补充医疗保险,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",国企,1000-5000人,医疗设备/器械,5dc907ad5955fa04c54bb531
7870,Java开发工程师(J10504),1-1.5万/月,上海华测导航技术股份有限公司,上海,3-4年经验,本科,"五险一金,绩效奖金,弹性工作,定期体检,员工旅游",上市公司,1000-5000人,电子技术/半导体/集成电路,5dc907ae5955fa04c54bb532
7871,JAVA中高级工程师,1-1.8万/月,武汉虹信技术服务有限责任公司,武汉,无工作经验,本科,"五险一金,补充医疗保险,免费班车,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金,定期体检",国企,1000-5000人,通信/电信/网络设备,5dc907af5955fa04c54bb533
7872,java高级开发（反洗钱系统开发）,1.5-2.5万/月,科升通讯（苏州）有限公司,上海-徐汇区,5-7年经验,本科,"五险一金,餐饮补贴,绩效奖金,弹性工作,带薪年假,节日福利",民营公司,50-150人,计算机软件,5dc907b05955fa04c54bb534
7873,Java初级开发工程师,0.8-1.2万/月,深圳市瑞源祥橡塑制品有限公司,深圳-南山区,3-4年经验,本科,"做五休二,周末双休,五险,绩效奖金,下午茶",外资（欧美）,500-1000人,原材料和加工,5dc907b15955fa04c54bb535
7874,JAVA前端开发工程师,4-6千/月,安徽达尔智能控制系统股份有限公司,合肥-高新区,3-4年经验,大专,"五险一金,年终奖金,餐饮补贴,节日福利,交通补贴,绩效奖金,做六休一",上市公司,50-150人,通信/电信/网络设备,5dc907b25955fa04c54bb536
7875,Java开发工程师,1-1.5万/月,广州逸仙电子商务有限公司,广州,3-4年经验,本科,,民营公司,500-1000人,快速消费品(食品、饮料、化妆品),5dc907b35955fa04c54bb537
7876,中高级java开发,1.5-2.2万/月,上海柯杰科技有限公司,深圳-南山区,5-7年经验,大专,"五险一金,餐饮补贴,年终奖金,绩效奖金,节日福利,带薪年假,周末双休",民营公司,1000-5000人,计算机软件,5dc907b75955fa04c54bb538
7877,Java开发工程师,1-1.5万/月,北京新锐在线科技有限公司,上海-浦东新区,3-4年经验,本科,,民营公司,50-150人,计算机软件,5dc907b85955fa04c54bb539
7878,JAVA工程师 (职位编号：000535),0.8-1.3万/月,北新集团建材股份有限公司,北京-昌平区,无工作经验,本科,"带薪年假,福利体检,定期体检,五险一金,通讯补贴,包吃包住,补充公积金,免费班车",国企,10000人以上,建筑/建材/工程,5dc907bc5955fa04c54bb53a
7879,后端JAVA工程师,0.8-1.5万/月,中粤（广东）创业投资有限公司,广州-天河区,2年经验,大专,,民营公司,少于50人,金融/投资/证券,5dc907bd5955fa04c54bb53b
7880,Java前端开发工程师,1-1.5万/月,上海晨之科信息技术有限公司,上海,2年经验,本科,"五险一金,绩效奖金,年终奖金,定期体检",上市公司,150-500人,网络游戏,5dc907be5955fa04c54bb53c
7881,JAVA架构师,1-2万/月,深圳市江洋智控技术有限公司,深圳-宝安区,3-4年经验,本科,,创业公司,少于50人,计算机软件,5dc907bf5955fa04c54bb53d
7882,中高级Java开发工程师,1-1.5万/月,武汉鸿业众创科技有限公司,武汉-洪山区,5-7年经验,本科,"五险一金,员工旅游,专业培训,年终奖金,绩效奖金,定期体检",民营公司,50-150人,计算机软件,5dc907c05955fa04c54bb53e
7883,Java高级开发工程师,1.8-2.5万/月,赫里普（上海）信息科技有限公司,上海-浦东新区,8-9年经验,本科,"五险一金,定期体检,免费班车,年终奖金",合资,50-150人,计算机服务(系统、数据服务、维修),5dc907c15955fa04c54bb53f
7884,Java开发经理,2-4万/月,深圳市佰仟金融服务有限公司,深圳-福田区,10年以上经验,本科,,民营公司,5000-10000人,金融/投资/证券,5dc907c25955fa04c54bb540
7885,Java软件开发工程师,1.5-2.5万/月,数普金通数据技术有限公司,北京-海淀区,2年经验,本科,"五险一金,补充医疗保险,交通补贴,餐饮补贴,通讯补贴,定期体检",民营公司,少于50人,计算机服务(系统、数据服务、维修),5dc907c35955fa04c54bb541
7886,Java开发实习生,3-4千/月,上海智宥汽车科技有限公司,上海-嘉定区,无工作经验,大专,绩效奖金,外资（欧美）,50-150人,汽车及零配件,5dc907c45955fa04c54bb542
7887,Java开发工程师（实习）,4-5千/月,江苏国瑞信安科技有限公司,南京,无工作经验,本科,,民营公司,150-500人,计算机软件,5dc907c55955fa04c54bb543
7888,Java开发工程师,0.8-1.2万/月,泸州义四海网络科技有限公司,重庆-江北区,3-4年经验,大专,"五险,弹性工作,节日福利,公司聚餐,年终奖金,带薪年假,包住宿",民营公司,50-150人,网络游戏,5dc907c65955fa04c54bb544
7889,Java开发工程师,1-1.5万/月,上海英方软件股份有限公司,上海-闵行区,3-4年经验,本科,"五险一金,餐饮补贴,通讯补贴,弹性工作,绩效奖金,年终奖金,股票期权",上市公司,150-500人,计算机软件,5dc907c85955fa04c54bb545
7890,Java开发工程师,0.8-1.2万/月,长沙知介信息科技有限公司,湖南省,3-4年经验,大专,"五险一金,通讯补贴,年终奖金,绩效奖金,定期体检,专业培训",民营公司,150-500人,批发/零售,5dc907cb5955fa04c54bb546
7891,Java开发工程师,1-1.5万/月,国众联,深圳,3-4年经验,本科,"周末双休,提供住宿,餐饮补贴,健身俱乐部,定期体检",民营公司,150-500人,专业服务(咨询、人力资源、财会),5dc907cc5955fa04c54bb547
7892,Java开发工程师,1.5-3万/月,深圳市有豆科技有限公司,深圳-宝安区,5-7年经验,本科,"五险一金,补充医疗保险,员工旅游,餐饮补贴,股票期权",民营公司,500-1000人,计算机软件,5dc907cd5955fa04c54bb548
7893,Java,1.3-2万/月,深圳兴融联科技股份有限公司,深圳-罗湖区,5-7年经验,本科,"五险一金,交通补贴,年终奖金",民营公司,150-500人,计算机软件,5dc907ce5955fa04c54bb549
7894,Java开发工程师,1.5-3万/月,中国联合网络通信有限公司杭州市分公司,杭州-下城区,3-4年经验,本科,"五险一金,补充医疗保险,专业培训,通讯补贴,餐饮补贴,交通补贴,绩效奖金,定期体检",国企,500-1000人,通信/电信运营、增值服务,5dc907d05955fa04c54bb54a
7895,Java开发工程师,0.9-1.3万/月,南京银平信息科技有限公司,南京-鼓楼区,3-4年经验,本科,,民营公司,50-150人,计算机软件,5dc907d15955fa04c54bb54b
7896,Java架构师,2-2.5万/月,上海禾阳数据科技有限公司,上海-浦东新区,5-7年经验,本科,,民营公司,少于50人,计算机软件,5dc907d25955fa04c54bb54c
7897,Java开发工程师,0.6-1.2万/月,上海思深宇维信息科技有限公司,上海,2年经验,大专,"周末双休,五险一金,节日福利,员工旅游,带薪年假",民营公司,少于50人,计算机软件,5dc907d35955fa04c54bb54d
7898,Java高级开发工程师,1-1.5万/月,赞华电子系统（深圳）有限公司,武汉-洪山区,无工作经验,招若干人,,外资（非欧美）,500-1000人,计算机服务(系统、数据服务、维修),5dc907d45955fa04c54bb54e
7899,Java开发工程师（初级）,1-2万/月,因朔桔（上海）智能科技有限公司,上海-浦东新区,2年经验,大专,"五险一金,餐饮补贴,绩效奖金",创业公司,少于50人,计算机软件,5dc907d55955fa04c54bb54f
7900,Java 软件开发工程师,1-2万/月,上海科络达云软件技术有限公司,上海,3-4年经验,本科,"五险一金,定期体检,年终奖金,餐饮补贴",外资（非欧美）,50-150人,计算机软件,5dc907d65955fa04c54bb550
7901,JAVA开发工程师（WMS、TMS、SCM、ERP经验优先),0.6-1.2万/月,上海聚龄信息技术有限公司,成都-高新区,1年经验,招若干人,,国企,150-500人,计算机软件,5dc907d75955fa04c54bb551
7902,Java开发工程师,1-1.8万/月,上海秉坤数码科技有限公司,上海-黄浦区,2年经验,本科,"五险一金,员工旅游,定期体检,绩效奖金,餐饮补贴,年终奖金,弹性工作",合资,少于50人,计算机软件,5dc907d95955fa04c54bb552
7903,Java开发工程师,4.5-6千/月,深圳市联普科技有限公司,深圳-宝安区,无工作经验,大专,"五险一金,员工旅游,专业培训",合资,150-500人,计算机软件,5dc907da5955fa04c54bb553
7904,Java开发实习生,150元/天,南京中设航空科技发展有限公司,南京-秦淮区,无工作经验,硕士,,民营公司,少于50人,计算机软件,5dc907db5955fa04c54bb554
7905,Java高级开发工程师,15-18万/年,广州如约数据科技有限公司,广州-天河区,3-4年经验,本科,"五险一金,专业培训,绩效奖金,定期体检,交通补贴,餐饮补贴,年终奖金",民营公司,少于50人,交通/运输/物流,5dc907dc5955fa04c54bb555
7906,Java开发工程师,0.4-2万/月,广州朝辉智能科技有限公司,广州-黄埔区,2年经验,本科,,国企,50-150人,计算机服务(系统、数据服务、维修),5dc907dd5955fa04c54bb556
7907,Java开发工程师,1.5-2万/月,上海矽昌通信技术有限公司,上海-浦东新区,1年经验,本科,"五险一金,餐饮补贴,定期体检,专业培训,员工旅游,绩效奖金,年终奖金,股票期权",民营公司,少于50人,计算机软件,5dc907de5955fa04c54bb557
7908,JAVA开发工程师,0.6-1万/月,深圳市汇巨信息技术有限公司,深圳,3-4年经验,本科,,民营公司,50-150人,通信/电信/网络设备,5dc907df5955fa04c54bb558
7909,java软件开发工程师,0.5-1万/月,杭州东方通信软件技术有限公司,广州,2年经验,本科,"绩效奖金,五险一金,定期体检",民营公司,50-150人,计算机软件,5dc907e05955fa04c54bb559
7910,JAVA开发工程师,0.8-1万/月,成都斯安科技有限公司,成都-高新区,3-4年经验,本科,,国企,150-500人,计算机软件,5dc907e15955fa04c54bb55a
7911,Java开发实习生,3-4.5千/月,盟友科技,成都-武侯区,无工作经验,中技,,民营公司,50-150人,计算机软件,5dc907e25955fa04c54bb55b
7912,java实习生,4.5-6千/月,湖南元盈科技发展有限公司,长沙-天心区,无工作经验,招10人,,民营公司,150-500人,互联网/电子商务,5dc907e35955fa04c54bb55c
7913,Java开发工程师,1-1.5万/月,海信商用显示股份有限公司,青岛,3-4年经验,本科,"五险一金,专业培训,年终奖金,定期体检,交通补贴,餐饮补贴,绩效奖金",民营公司,少于50人,互联网/电子商务,5dc907e45955fa04c54bb55d
7914,Java开发工程师,1-1.5万/月,天津寰宇香谭网络科技有限公司,天津-南开区,5-7年经验,大专,,国企,500-1000人,家具/家电/玩具/礼品,5dc907e65955fa04c54bb55e
7915,Java开发工程师,10-20万/年,云南延烨信息技术有限公司,昆明-盘龙区,3-4年经验,本科,"五险一金,员工旅游,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",民营公司,少于50人,互联网/电子商务,5dc907e75955fa04c54bb55f
7916,Java软件工程师,0.6-2万/月,上海捷羿软件系统有限公司,重庆-江北区,3-4年经验,本科,"五险一金,补充医疗保险,员工旅游,餐饮补贴,年终奖金,弹性工作,定期体检",民营公司,少于50人,计算机软件,5dc907e85955fa04c54bb560
7917,Java开发工程师,6-8千/月,江苏筑升土木工程科技有限公司,南通,3-4年经验,本科,"五险一金,年终奖金,做五休二,职工福利,通讯补贴,员工旅游,绩效奖金,13薪",民营公司,50-150人,计算机软件,5dc907e95955fa04c54bb561
7918,开发工程师（java）,4-8千/月,福建中科数通科技有限公司,福州-闽侯县,1年经验,本科,"五险一金,年终奖金,员工旅游,商业险,周末双休",民营公司,50-150人,电子技术/半导体/集成电路,5dc907ea5955fa04c54bb562
7919,中高级java后台工程师,2.5-3万/月,深圳万顺叫车云信息技术有限公司,深圳-宝安区,5-7年经验,大专,"五险一金,住房补贴,节日福利,包住,带薪年假",民营公司,少于50人,建筑/建材/工程,5dc907eb5955fa04c54bb563
7920,游戏服务器JAVA高级工程师,1.5-2万/月,成都虎娱科技有限公司,成都-高新区,3-4年经验,本科,"五险一金,弹性工作,股票期权,绩效奖金",国企,50-150人,金融/投资/证券,5dc907ec5955fa04c54bb564
7921,JAVA/Android/IOS开发顾问,3-4.5千/月,用友网络科技股份有限公司甘肃分公司,兰州,1年经验,本科,"五险一金,补充医疗保险,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,定期体检",民营公司,少于50人,计算机软件,5dc907f25955fa04c54bb565
7922,Java开发工程师,0.7-1.4万/月,农芯（南京）智慧农业研究院有限公司,南京-浦口区,2年经验,本科,,民营公司,少于50人,农/林/牧/渔,5dc907f35955fa04c54bb566
7923,java开发工程师（双休）,0.8-1.2万/月,西安四智信息科技有限公司,东莞-长安镇,2年经验,本科,"五险一金,周末双休,弹性工作,节日福利",合资,50-150人,互联网/电子商务,5dc907f45955fa04c54bb567
7924,JAVA高级软件工程师 (职位编号：0001),1.5-2万/月,深圳易邮乐国际信息技术有限公司,深圳-福田区,10年以上经验,本科,"五险一金,绩效奖金,年底双薪,岗位晋升",民营公司,少于50人,计算机服务(系统、数据服务、维修),5dc907f55955fa04c54bb568
7925,JAVA开发工程师,1-1.5万/月,南京绿点信息科技有限公司,南京-建邺区,3-4年经验,本科,"五险一金,补充医疗保险,员工旅游,年终奖金,绩效奖金,餐饮补贴,交通补贴,通讯补贴",民营公司,少于50人,计算机软件,5dc907f65955fa04c54bb569
7926,Java高级开发工程师,0.8-1万/月,深圳市前海源聚科技有限公司,深圳-龙岗区,3-4年经验,大专,"五险一金,绩效奖金,年终奖金,股票期权",创业公司,50-150人,互联网/电子商务,5dc907f75955fa04c54bb56a
7927,Java开发工程师,5-6千/月,烟台心灵捕手广告有限公司,烟台,无工作经验,招1人,五险一金,民营公司,少于50人,计算机软件,5dc907f85955fa04c54bb56b
7928,JAVA工程师 (职位编号：08),8-15万/年,福建省交通建设工程试验检测有限公司,福州-仓山区,无工作经验,本科,,民营公司,少于50人,影视/媒体/艺术/文化传播,5dc907f95955fa04c54bb56c
7929,初级java工程师 (职位编号：03),4-7千/月,厦门新田科技有限公司,石家庄,1年经验,大专,"五险一金,员工旅游,年终奖金,定期体检,补充公积金",国企,150-500人,建筑/建材/工程,5dc907fa5955fa04c54bb56d
7930,Java开发工程师,0.6-1万/月,江苏中天互联科技有限公司,南通,无工作经验,本科,,民营公司,少于50人,计算机软件,5dc907fb5955fa04c54bb56e
7931,java软件工程师 (职位编号：1),8-15万/年,张家港电子口岸有限公司,张家港,3-4年经验,本科,"五险一金,定期体检,员工旅游,餐饮补贴,通讯补贴,额外福利年假,探亲假,补充医疗保险,年终奖金",民营公司,少于50人,通信/电信/网络设备,5dc907fc5955fa04c54bb56f
7932,Java开发工程师,1.3-1.8万/月,闻泰通讯股份有限公司,深圳-罗湖区,3-4年经验,本科,"五险一金,绩效奖金,员工旅游,餐饮补贴,定期体检",国企,50-150人,计算机软件,5dc907fd5955fa04c54bb570
7933,Java开发工程师,0.8-1万/月,苏州馨璞信息科技有限公司,苏州-工业园区,3-4年经验,招1人,创业公司,上市公司,1000-5000人,通信/电信/网络设备,5dc907fe5955fa04c54bb571
7934,Java,1-1.5万/月,广东恒逸软件有限公司,肇庆,无工作经验,本科,"五险一金,专业培训,员工旅游,弹性工作,年终奖金,绩效奖金",民营公司,少于50人,互联网/电子商务,5dc908005955fa04c54bb572
7935,Java开发工程师,1-1.5万/月,北京讯华科技有限公司,北京-海淀区,3-4年经验,大专,,民营公司,50-150人,计算机软件,5dc908015955fa04c54bb573
7936,高级Java开发工程师,10-20万/年,珠海市横琴新区英才人力资源服务有限公司,珠海,3-4年经验,本科,"五险一金,定期体检,年终奖金,绩效奖金",民营公司,50-150人,计算机软件,5dc908025955fa04c54bb574
7937,Java技术经理 (职位编号：java102),1.5-2万/月,上海金枢信息科技有限公司,上海-静安区,5-7年经验,本科,"五险一金,股票期权,员工旅游,专业培训,弹性工作,年终奖金,绩效奖金",国企,500-1000人,专业服务(咨询、人力资源、财会),5dc908035955fa04c54bb575
7938,Java高级开发工程师,2-5万/月,哈尔滨敏典科技有限公司,哈尔滨-道里区,5-7年经验,大专,"员工旅游,通讯补贴,出国机会,绩效奖金,年终奖金,晋升空间大,老板人好,工作氛围很棒,餐饮补贴,定期体检",民营公司,少于50人,互联网/电子商务,5dc908045955fa04c54bb576
7939,java开发工程师,0.6-1万/月,湖南皖湘科技有限公司,衡阳,无工作经验,招5人,"员工旅游,通讯补贴,绩效奖金,年终奖金,五险,定期体检,专业培训,团队聚餐,婚假产假,节日福利",民营公司,50-150人,计算机软件,5dc908055955fa04c54bb577
7940,JAVA高级开发工程师,1-1.5万/月,浙江悦讯信息科技有限公司,宁波-鄞州区,2年经验,本科,,民营公司,50-150人,计算机服务(系统、数据服务、维修),5dc908065955fa04c54bb578
7941,Java开发工程师,6-8千/月,浙江融洲电子科技有限公司,温州,3-4年经验,大专,五险一金,民营公司,50-150人,计算机软件,5dc908075955fa04c54bb579
7942,Java开发工程师,1.5-2万/月,上海智租物流科技有限公司,上海-闵行区,3-4年经验,本科,"五险一金,餐饮补贴,股票期权,绩效奖金,节日福利,带薪年假,交通补贴",民营公司,50-150人,计算机软件,5dc908085955fa04c54bb57a
7943,Java开发、微服务工程师,1-1.5万/月,广州敏乐软件科技有限公司,广州-天河区,3-4年经验,大专,"五险一金,交通补贴,餐饮补贴,通讯补贴,年终奖金,绩效奖金",民营公司,50-150人,租赁服务,5dc9080a5955fa04c54bb57b
7944,Java开发工程师,0.9-1.3万/月,深圳市神通天下科技有限公司,深圳-宝安区,3-4年经验,本科,"专业培训,年终奖金,五险一金,带薪年假,包住宿,节日福利,全勤奖",民营公司,少于50人,互联网/电子商务,5dc9080b5955fa04c54bb57c
7945,Java开发工程师,0.8-1万/月,北京智捷一云信息技术有限公司,北京-海淀区,3-4年经验,本科,,民营公司,50-150人,电子技术/半导体/集成电路,5dc9080c5955fa04c54bb57d
7946,理脉-Java工程师,1-1.5万/月,北京市金杜律师事务所,北京-朝阳区,3-4年经验,本科,"五险一金,绩效奖金,定期体检,通讯补贴,年终奖金",民营公司,少于50人,通信/电信/网络设备,5dc9080d5955fa04c54bb57e
7947,Java开发经理,2.5-3万/月,上海甄智信息技术有限公司,深圳-罗湖区,无工作经验,招1人,,合资,1000-5000人,法律,5dc9080e5955fa04c54bb57f
7948,Java高级开发工程师,1.5-2.2万/月,深圳市蓝色冰川教育科技有限公司,深圳-龙岗区,无工作经验,本科,,民营公司,50-150人,计算机软件,5dc9080f5955fa04c54bb580
7949,JAVA软件工程师,1-1.5万/月,上海端玛计算机科技有限公司,东莞,3-4年经验,招若干人,"五险一金,年终奖金,绩效奖金,出国机会,专业培训",民营公司,50-150人,教育/培训/院校,5dc908105955fa04c54bb581
7950,JAVA开发工程师,1-2万/月,金百合技术服务有限责任公司,上海-闵行区,2年经验,本科,"做五休二,带薪年假,五险一金,专业培训,节日福利,通讯补贴",民营公司,少于50人,计算机软件,5dc908115955fa04c54bb582
7951,JAVA开发工程师（ERP）,1-2万/月,西安点告网络科技有限公司,西安-雁塔区,5-7年经验,本科,"五险一金,弹性工作,做五休二,节日福利",合资,150-500人,金融/投资/证券,5dc908135955fa04c54bb583
7952,JAVA项目经理,1.5-2万/月,深圳海云安网络安全技术有限公司湖北分公司,武汉-江汉区,5-7年经验,本科,"五险一金,员工旅游,交通补贴,餐饮补贴,绩效奖金,年终奖金,弹性工作,定期体检",上市公司,500-1000人,互联网/电子商务,5dc908145955fa04c54bb584
7953,高级java开发工程师,1.5-2.5万/月,北京继教网教育科技发展有限公司,北京,5-7年经验,本科,"五险一金,补充医疗保险,交通补贴,餐饮补贴,通讯补贴,定期体检",民营公司,50-150人,计算机服务(系统、数据服务、维修),5dc908155955fa04c54bb585
7954,Java高级开发工程师,1-1.5万/月,北京飞鸿云际科技有限公司,北京-海淀区,3-4年经验,本科,"五险一金,补充医疗保险,员工旅游,餐饮补贴,弹性工作,定期体检",民营公司,150-500人,教育/培训/院校,5dc908165955fa04c54bb586
7955,Java开发工程师,1-1.5万/月,浙江知瑞科技集团有限公司,杭州-滨江区,无工作经验,招若干人,"五险一金,节日福利",民营公司,少于50人,计算机软件,5dc908175955fa04c54bb587
7956,Java高级开发工程师,1.5-2万/月,北京爱朗格瑞科技有限公司,北京-海淀区,1年经验,硕士,,民营公司,50-150人,多元化业务集团公司,5dc908185955fa04c54bb588
7957,Java前端开发工程师,6-8千/月,贝朗科技（武汉）有限公司,武汉-东西湖区,3-4年经验,大专,,民营公司,500-1000人,计算机软件,5dc908195955fa04c54bb589
7958,高级应用开发工程师（Java）,2.8-4万/月,上海商汤智能科技有限公司,上海-闵行区,5-7年经验,本科,,民营公司,50-150人,计算机软件,5dc9081a5955fa04c54bb58a
7959,Java开发工程师,0.8-1万/月,成都智审数据有限公司,成都,2年经验,本科,,民营公司,1000-5000人,互联网/电子商务,5dc9081c5955fa04c54bb58b
7960,Java开发工程师,2-2.5万/月,招银网络科技（深圳）有限公司,深圳-南山区,无工作经验,招若干人,,民营公司,少于50人,计算机软件,5dc9081d5955fa04c54bb58c
7961,Java开发工程师,1-1.5万/月,北京知金大鹏教育科技有限公司广州分公司,广州-番禺区,3-4年经验,本科,,国企,1000-5000人,计算机软件,5dc9081e5955fa04c54bb58d
7962,Java开发工程师,1-2万/月,上海锦督智能科技有限公司,上海,2年经验,本科,"五险一金,周末双休,创业公司",民营公司,1000-5000人,互联网/电子商务,5dc9081f5955fa04c54bb58e
7963,Java后台开发工程师,0.9-1.8万/月,特力惠信息科技股份有限公司北京分公司,北京-海淀区,3-4年经验,本科,,民营公司,50-150人,计算机软件,5dc908205955fa04c54bb58f
7964,Java高级开发工程师,1-1.8万/月,长沙思科电子商务有限公司,长沙-岳麓区,5-7年经验,本科,"员工旅游,出国机会,绩效奖金,年终奖金,周末双休,包住宿,全勤奖,购买五险",民营公司,150-500人,计算机软件,5dc908215955fa04c54bb590
7965,Java软件架构师,2.5-3万/月,上海未界智能科技有限公司,上海-黄浦区,无工作经验,招若干人,,民营公司,少于50人,互联网/电子商务,5dc908225955fa04c54bb591
7966,C/C++/JAVA软件研发工程师,10-15万/年,中国科学院软件研究所,北京-海淀区,无工作经验,硕士,"五险一金,餐饮补贴,定期体检,通讯补贴,补充医疗保险,绩效奖金,年终奖金,交通补贴,专业培训,出国机会",外资（欧美）,少于50人,专业服务(咨询、人力资源、财会),5dc908235955fa04c54bb592
7967,Java中级开发工程师,0.8-1.5万/月,中电万维信息技术有限责任公司,成都-高新区,3-4年经验,本科,"五险一金,专业培训,年终奖金,防暑费,通讯补贴,餐饮补贴,带薪年假,补充医疗保险,绩效奖金,定期体检",事业单位,500-1000人,学术/科研,5dc908245955fa04c54bb593
7968,Java高级开发工程师,1.5-2万/月,凯蓝仕金融服务（深圳）有限公司,深圳-南山区,5-7年经验,本科,,国企,500-1000人,计算机服务(系统、数据服务、维修),5dc908255955fa04c54bb594
7969,Java开发工程师,1-1.5万/月,广东玛斯特智能系统有限公司,广州-黄埔区,3-4年经验,本科,"交通补贴,通讯补贴,专业培训,绩效奖金",合资,50-150人,互联网/电子商务,5dc908275955fa04c54bb595
7970,Java高级开发工程师,1.8-2.4万/月,上海沃星信息技术有限公司,上海-普陀区,5-7年经验,本科,"做五休二,弹性工作,带薪年假,员工旅游,股票期权,年终奖金,专业培训",民营公司,少于50人,互联网/电子商务,5dc9082a5955fa04c54bb596
7971,Java开发工程师,1-1.5万/月,北京轩宇信息技术有限公司,北京,2年经验,本科,"五险一金,餐饮补贴,定期体检,通讯补贴,补充医疗保险,专业培训,交通补贴,年终奖金,绩效奖金",国企,150-500人,计算机软件,5dc9082e5955fa04c54bb597
7972,Java中级开发工程师,1-1.5万/月,上海坤亿信息技术有限公司,上海-徐汇区,3-4年经验,本科,"五险一金,绩效奖金,年终奖金,专业培训",民营公司,150-500人,计算机软件,5dc908305955fa04c54bb598
7973,Java开发工程师 (职位编号：001),0.6-1万/月,得实信息科技（深圳）有限公司,深圳-南山区,2年经验,大专,"五险一金,绩效奖金,年终奖金,包午餐,带薪年假,全勤奖金",外资（非欧美）,50-150人,计算机软件,5dc908315955fa04c54bb599
7974,Java高级开发工程师,1.5-2.5万/月,上海晨冠乳业有限公司,上海-奉贤区,5-7年经验,本科,"五险一金,绩效奖金,周末双休,员工旅游",民营公司,500-1000人,快速消费品(食品、饮料、化妆品),5dc908325955fa04c54bb59a
7975,Java高级开发工程师,1-1.5万/月,深圳市云慧联科技有限公司,深圳-光明新区,无工作经验,招2人,"五险一金,弹性工作,双休",民营公司,50-150人,电子技术/半导体/集成电路,5dc908335955fa04c54bb59b
7976,JAVA工程师,0.8-1万/月,中科云谷科技有限公司,长沙-岳麓区,2年经验,本科,"周末双休,带薪年假,五险一金,免费班车,高温补贴,包住宿,绩效奖金,工作餐,专业培训",国企,500-1000人,互联网/电子商务,5dc908345955fa04c54bb59c
7977,Java中级开发工程师,0.5-1万/月,江苏禾禾贯文网络科技有限公司,苏州-工业园区,3-4年经验,本科,,民营公司,50-150人,计算机软件,5dc908355955fa04c54bb59d
7978,Java中级开发工程师,1-1.5万/月,北京星云互联科技有限公司,北京-海淀区,3-4年经验,本科,"五险一金,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,弹性工作,定期体检",民营公司,50-150人,计算机软件,5dc908365955fa04c54bb59e
7979,Java工程师,1-1.5万/月,苏州智慧数析信息科技有限公司,苏州-工业园区,无工作经验,招1人,,民营公司,50-150人,计算机软件,5dc908375955fa04c54bb59f
7980,Java中级开发工程师,4-8千/月,武汉钢铁工程技术集团有限责任公司,武汉-青山区,2年经验,大专,"五险一金,定期体检,弹性工作",国企,1000-5000人,计算机服务(系统、数据服务、维修),5dc908385955fa04c54bb5a0
7981,爬虫java工程师,0.7-1万/月,重庆酷贝科技发展有限公司,重庆-渝中区,2年经验,本科,"五险一金,员工旅游,定期体检,年终奖金,绩效奖金",民营公司,少于50人,计算机软件,5dc9083a5955fa04c54bb5a1
7982,Java高级游戏服务端开发工程师,1.5-2万/月,广州市擎天柱网络科技有限公司,广州,3-4年经验,本科,"周末双休,带薪年假,五险一金,包吃,专业培训,员工旅游,定期体检,弹性工作,年终奖金,绩效奖金",民营公司,150-500人,网络游戏,5dc9083b5955fa04c54bb5a2
7983,Java软件开发工程师,0.6-1万/月,广州市九重天信息科技有限公司,广州-天河区,1年经验,大专,"五险一金,员工旅游,年终奖金,定期体检,弹性工作",民营公司,少于50人,计算机硬件,5dc9083c5955fa04c54bb5a3
7984,java项目经理/高级开发工程师,20-30万/年,风神物流有限公司,广州-花都区,5-7年经验,本科,"五险一金,补充医疗保险,交通补贴,餐饮补贴,专业培训,年终奖金,定期体检,高温补贴,超长假期,绩效奖金",合资,5000-10000人,交通/运输/物流,5dc9083d5955fa04c54bb5a4
7985,Java开发工程师,0.7-1.2万/月,四川金信石信息技术有限公司,成都-高新区,3-4年经验,本科,"五险一金,年终奖金,绩效奖金,专业培训,餐饮补贴",民营公司,150-500人,计算机软件,5dc9083e5955fa04c54bb5a5
7986,Java开发工程师,0.6-1万/月,驿盟园区平台,芜湖,无工作经验,本科,"五险一金,交通补贴,餐饮补贴,通讯补贴,弹性工作,双休",民营公司,50-150人,交通/运输/物流,5dc908425955fa04c54bb5a6
7987,Java开发工程师,0.9-1.8万/月,上海公拍网信息技术有限公司,上海-黄浦区,3-4年经验,大专,,民营公司,少于50人,互联网/电子商务,5dc908435955fa04c54bb5a7
